quantile,vertices_per_km
0.01,3.171659996893875
0.05,5.869416575866367
0.1,7.759959908724373
0.25,13.261046195163537
0.5,27.443262865779314
0.75,54.676353808485196
0.9,138.45840962818409
0.95,257.9411635287275
0.99,708.8038900046936
